Dispatch_ID,GPU_ID,Queue_ID,PID,TID,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,Wave_Size,Kernel_Name,Start_Timestamp,End_Timestamp,Correlation_ID,Kernel_ID,CPC_CPC_STAT_BUSY,CPC_CPC_STAT_IDLE,CPF_CPF_STAT_BUSY,CPF_CPF_STAT_STALL,GRBM_SPI_BUSY,SPI_CSN_BUSY,SPI_CSN_WINDOW_VALID,SQ_ACCUM_PREV_HIRES,SQ_INSTS_SALU,SQ_INSTS_VALU_CVT,SQ_INSTS_VMEM,SQ_INSTS_VMEM_RD,SQ_INSTS_VMEM_WR,SQ_INSTS_VSKIPPED,SQ_INST_LEVEL_VMEM,TA_BUFFER_WAVEFRONTS_sum,TA_TA_BUSY_sum,TCP_GATE_EN1_sum,TCP_GATE_EN2_sum,TCP_TCR_TCP_STALL_CYCLES_sum,TCP_TD_TCP_STALL_CYCLES_sum,TD_TC_STALL_sum,TD_TD_BUSY_sum
10,0,16,220100,220100,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,2311865983423147,2311865983427108,11,35,77639.0,0.0,77639.0,3073.0,10505.0,0.0,310556.0,0.0,154.0,0.0,8.0,4.0,4.0,0.0,44.0,0.0,261.0,281370.0,2685.0,0.0,0.0,2313.0,2439.0
11,0,16,220100,220100,131072,256,0,0,8,0,16,64,wrapped_broadcast,2311866007417053,2311866007421293,12,81,68982.0,0.0,68982.0,304.0,19993.0,0.0,0.0,0.0,2048.0,0.0,2048.0,0.0,2048.0,0.0,18076.0,0.0,43367.0,489035.0,112015.0,8509.0,0.0,102389.0,106336.0
12,0,16,220100,220100,262144,256,0,0,12,0,32,64,softmax_kernel__1,2311866051635127,2311866051641807,13,82,80848.0,0.0,80848.0,304.0,35113.0,0.0,0.0,0.0,69632.0,8192.0,8192.0,4096.0,4096.0,0.0,49205.0,0.0,187514.0,787215.0,402059.0,0.0,24.0,286692.0,370304.0
13,0,17,220100,220878,512,512,0,0,16,0,32,64,__amd_rocclr_copyBuffer,2311866077139097,2311866077142177,14,35,82818.0,0.0,82818.0,2149.0,12971.0,4625.0,277748.0,0.0,154.0,0.0,8.0,4.0,4.0,0.0,52.0,0.0,261.0,376147.0,3497.0,0.0,0.0,3124.0,3251.0
14,0,16,220100,220100,65536,256,0,0,20,0,16,64,input_reduce_fusion,2311866077612979,2311866077616859,15,84,65653.0,0.0,65653.0,304.0,20460.0,0.0,0.0,0.0,4096.0,0.0,5120.0,4096.0,1024.0,0.0,50057.0,0.0,106276.0,496180.0,211076.0,0.0,0.0,136453.0,205708.0
15,0,16,220100,220100,1024,256,0,0,8,0,16,64,loop_maximum_fusion,2311866077835060,2311866077837500,16,83,59159.0,0.0,59159.0,3008.0,12158.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,16.0,0.0,173.0,0.0,527.0,249252.0,3828.0,0.0,0.0,3266.0,3516.0
16,0,16,220100,220100,131072,256,0,0,8,0,16,64,loop_subtract_fusion,2311866096383516,2311866096387476,17,85,63294.0,0.0,63294.0,304.0,19419.0,0.0,0.0,0.0,2048.0,0.0,6144.0,4096.0,2048.0,0.0,76379.0,0.0,112543.0,477265.0,199575.0,0.0,467.0,147533.0,195164.0
17,0,16,220100,220100,131072,256,0,0,20,0,16,64,wrapped_exponential,2311866113457024,2311866113461224,18,86,63811.0,0.0,63811.0,304.0,20163.0,0.0,0.0,0.0,8192.0,8192.0,4096.0,2048.0,2048.0,0.0,39966.0,0.0,122845.0,490140.0,212281.0,1422.0,337.0,170066.0,207752.0
18,0,16,220100,220100,65536,256,0,0,16,0,16,64,input_reduce_fusion,2311866135445424,2311866135449064,19,87,60635.0,0.0,60635.0,304.0,19641.0,0.0,0.0,0.0,4096.0,0.0,5120.0,4096.0,1024.0,0.0,48367.0,0.0,108640.0,476135.0,189219.0,0.0,0.0,116069.0,184632.0
19,0,16,220100,220100,131072,256,0,0,28,0,32,64,loop_divide_fusion,2311866154020158,2311866154024678,20,88,65590.0,0.0,65590.0,304.0,20446.0,0.0,0.0,0.0,8192.0,0.0,6144.0,4096.0,2048.0,0.0,60220.0,0.0,123135.0,491550.0,210392.0,7.0,482.0,159971.0,205976.0
