Dispatch_ID,Kernel_Name,GPU_ID
0,__amd_rocclr_fillBufferAligned,5
1,__amd_rocclr_fillBufferAligned,7
2,__amd_rocclr_fillBufferAligned,2
3,__amd_rocclr_fillBufferAligned,1
4,__amd_rocclr_fillBufferAligned,3
5,__amd_rocclr_fillBufferAligned,0
6,__amd_rocclr_fillBufferAligned,4
7,__amd_rocclr_fillBufferAligned,6
8,__amd_rocclr_fillBufferAligned,0
9,wrapped_iota,0
10,__amd_rocclr_copyBuffer,0
11,__amd_rocclr_copyBuffer,0
12,add_kernel,0
13,__amd_rocclr_copyBuffer,0
