Kernel_Name,Count,Sum(ns),Mean(ns),Median(ns),Pct
__amd_rocclr_fillBufferAligned,9,229852.25,25539.13888888889,20866.0,93.15800939271584
__amd_rocclr_copyBuffer,3,10987.75,3662.5833333333335,3317.0,4.453282131042065
add_kernel,1,3108.5,3108.5,3108.5,1.259860071838571
wrapped_iota,1,2785.25,2785.25,2785.25,1.1288484044035323
