"Kind","Agent_Id","Queue_Id","Thread_Id","Dispatch_Id","Kernel_Id","Kernel_Name","Correlation_Id","Start_Timestamp","End_Timestamp","Private_Segment_Size","Group_Segment_Size","Workgroup_Size_X","Workgroup_Size_Y","Workgroup_Size_Z","Grid_Size_X","Grid_Size_Y","Grid_Size_Z"
"KERNEL_DISPATCH",9,8,111265,1,10,"__amd_rocclr_fillBufferAligned",1,1921879733202096,1921879733219056,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",7,13,111264,2,20,"__amd_rocclr_fillBufferAligned",2,1921879827987994,1921879828005234,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",5,10,111266,3,30,"__amd_rocclr_fillBufferAligned",3,1921879937006249,1921879937023209,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",6,11,111267,4,40,"__amd_rocclr_fillBufferAligned",4,1921880046753501,1921880046770621,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",4,14,111268,5,50,"__amd_rocclr_fillBufferAligned",5,1921880156204772,1921880156221972,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",2,9,111263,6,60,"__amd_rocclr_fillBufferAligned",6,1921880264910774,1921880264926574,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",8,12,111270,7,70,"__amd_rocclr_fillBufferAligned",7,1921880374172985,1921880374190465,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",3,15,111269,8,80,"__amd_rocclr_fillBufferAligned",8,1921880482934575,1921880482952055,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",2,9,110743,9,60,"__amd_rocclr_fillBufferAligned",9,1921880747611068,1921880747626948,0,0,256,1,1,20480,1,1
"KERNEL_DISPATCH",2,17,111519,10,56,"__amd_rocclr_copyBuffer",10,1921881546865866,1921881546868546,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,16,110743,11,56,"__amd_rocclr_copyBuffer",11,1921881575976267,1921881575981427,0,0,512,1,1,512,1,1
"KERNEL_DISPATCH",2,16,110743,12,81,"wrapped_broadcast",12,1921881611503632,1921881611509312,0,0,256,1,1,131072,1,1
"KERNEL_DISPATCH",2,16,110743,13,82,"softmax_kernel",13,1921882039104792,1921882039114112,0,16,256,1,1,262144,1,1
"KERNEL_DISPATCH",2,16,110743,14,82,"softmax_kernel",14,1921882080692569,1921882080700689,0,16,256,1,1,262144,1,1
